Date,Temperature,Snowfall,Activity,Visitors,Rating
2024-05-28 20:00:00,-16.3,1.7,Skiing,144,4
2024-05-28 21:00:00,6.3,0.0,Ice Skating,142,1
2024-05-28 22:00:00,-3.5,1.8,Snowboarding,174,5
2024-05-28 23:00:00,-8.4,1.7,Skiing,10,4
2024-05-29 00:00:00,-5.2,11.0,Skiing,54,1
2024-05-29 01:00:00,-6.1,17.1,Snowboarding,56,2
2024-05-29 02:00:00,7.2,0.4,Skiing,39,3
2024-05-29 03:00:00,-15.8,3.2,Ice Skating,90,3
2024-05-29 04:00:00,-12.6,4.0,Snowboarding,197,2
2024-05-29 05:00:00,5.4,0.5,Snowboarding,33,5
2024-05-29 06:00:00,-11.0,2.4,Skiing,40,3
2024-05-29 07:00:00,4.0,1.9,Snowboarding,37,2
2024-05-29 08:00:00,12.0,3.8,Ice Skating,182,4
2024-05-29 09:00:00,-9.0,5.4,Snowboarding,141,4
2024-05-29 10:00:00,1.8,6.1,Skiing,198,2
2024-05-29 11:00:00,-16.5,0.7,Snowboarding,48,1
2024-05-29 12:00:00,2.5,8.4,Skiing,92,5
2024-05-29 13:00:00,-3.0,5.7,Skiing,161,5
2024-05-29 14:00:00,-0.3,11.0,Ice Skating,80,2
2024-05-29 15:00:00,-11.5,3.0,Snowboarding,183,3
2024-05-29 16:00:00,-21.6,11.2,Ice Skating,190,5
2024-05-29 17:00:00,0.0,10.0,Ice Skating,185,5
2024-05-29 18:00:00,-25.6,2.9,Snowboarding,18,4
2024-05-29 19:00:00,-8.2,2.4,Ice Skating,31,4
2024-05-29 20:00:00,4.4,13.5,Ice Skating,136,4
2024-05-29 21:00:00,-3.1,6.3,Skiing,11,5
2024-05-29 22:00:00,14.5,13.2,Ice Skating,100,5
2024-05-29 23:00:00,5.3,8.0,Snowboarding,25,5
2024-05-30 00:00:00,-11.5,4.7,Skiing,14,3
2024-05-30 01:00:00,-4.7,0.6,Ice Skating,149,3
2024-05-30 02:00:00,-5.5,1.7,Ice Skating,189,3
2024-05-30 03:00:00,-20.8,17.3,Snowboarding,163,1
2024-05-30 04:00:00,-14.4,1.9,Ice Skating,24,5
2024-05-30 05:00:00,-10.6,0.5,Snowboarding,76,5
2024-05-30 06:00:00,-25.4,6.1,Ice Skating,82,2
2024-05-30 07:00:00,-4.5,6.6,Ice Skating,196,2
2024-05-30 08:00:00,-7.5,1.7,Snowboarding,101,1
2024-05-30 09:00:00,-21.7,1.8,Skiing,176,2
2024-05-30 10:00:00,-1.0,3.2,Snowboarding,72,3
2024-05-30 11:00:00,2.2,0.1,Skiing,109,1
2024-05-30 12:00:00,-2.7,7.8,Skiing,34,1
2024-05-30 13:00:00,-8.2,1.9,Snowboarding,50,1
2024-05-30 14:00:00,0.9,9.6,Snowboarding,37,4
2024-05-30 15:00:00,1.8,8.1,Ice Skating,120,2
2024-05-30 16:00:00,-1.9,5.4,Ice Skating,30,5
2024-05-30 17:00:00,-13.2,2.0,Skiing,70,4
2024-05-30 18:00:00,-2.2,3.6,Ice Skating,112,3
2024-05-30 19:00:00,7.0,2.9,Snowboarding,194,4
2024-05-30 20:00:00,-11.0,2.1,Skiing,148,3
2024-05-30 21:00:00,16.0,9.4,Ice Skating,156,5
2024-05-30 22:00:00,-10.3,3.3,Ice Skating,84,5
2024-05-30 23:00:00,-4.7,8.9,Snowboarding,10,2
2024-05-31 00:00:00,-11.7,0.6,Snowboarding,169,4
2024-05-31 01:00:00,-2.8,0.8,Ice Skating,118,5
2024-05-31 02:00:00,-22.4,18.9,Skiing,86,3
2024-05-31 03:00:00,-10.5,4.4,Skiing,171,5
2024-05-31 04:00:00,-15.9,3.6,Snowboarding,26,2
2024-05-31 05:00:00,-3.6,3.7,Snowboarding,192,3
2024-05-31 06:00:00,4.9,1.2,Snowboarding,120,1
2024-05-31 07:00:00,1.5,6.3,Ice Skating,28,2
2024-05-31 08:00:00,-28.7,0.4,Ice Skating,83,2
2024-05-31 09:00:00,,4.3,Snowboarding,179,1
2024-05-31 10:00:00,-2.0,4.2,Skiing,68,5
2024-05-31 11:00:00,-12.8,12.3,Snowboarding,124,2
2024-05-31 12:00:00,-3.4,3.7,Snowboarding,47,1
2024-05-31 13:00:00,-3.2,0.7,Skiing,40,1
2024-05-31 14:00:00,-11.7,4.3,Skiing,115,2
2024-05-31 15:00:00,-3.0,0.5,Skiing,120,4
2024-05-31 16:00:00,-11.1,1.1,Skiing,59,2
2024-05-31 17:00:00,-9.0,0.2,Ice Skating,135,4
2024-05-31 18:00:00,-11.9,3.6,Ice Skating,167,5
2024-05-31 19:00:00,-19.3,0.4,Snowboarding,112,1
2024-05-31 20:00:00,-3.5,3.2,Ice Skating,172,3
2024-05-31 21:00:00,0.9,13.5,Snowboarding,68,2
2024-05-31 22:00:00,0.1,6.4,Snowboarding,130,3
2024-05-31 23:00:00,3.2,0.4,Skiing,154,5
2024-06-01 00:00:00,-1.8,1.3,Skiing,104,2
2024-06-01 01:00:00,-10.3,5.6,Ice Skating,158,3
2024-06-01 02:00:00,3.4,11.3,Ice Skating,103,5
2024-06-01 03:00:00,-18.6,0.2,Ice Skating,61,4
2024-06-01 04:00:00,-14.0,8.4,Ice Skating,151,5
2024-06-01 05:00:00,-14.6,4.1,Skiing,25,2
2024-06-01 06:00:00,5.8,3.9,Skiing,64,2
2024-06-01 07:00:00,4.4,15.8,Ice Skating,146,2
2024-06-01 08:00:00,-0.1,6.9,Snowboarding,145,5
2024-06-01 09:00:00,5.7,9.5,Skiing,171,2
2024-06-01 10:00:00,-13.8,2.2,Skiing,118,5
2024-06-01 11:00:00,-1.5,4.0,Skiing,170,1
2024-06-01 12:00:00,-6.3,4.8,Skiing,103,1
2024-06-01 13:00:00,3.5,1.9,Ice Skating,16,1
2024-06-01 14:00:00,-6.2,4.2,Ice Skating,158,3
2024-06-01 15:00:00,-8.8,1.4,Snowboarding,142,1
2024-06-01 16:00:00,0.4,0.8,Skiing,149,1
2024-06-01 17:00:00,3.8,2.3,Ice Skating,196,5
2024-06-01 18:00:00,-11.7,6.7,Ice Skating,90,5
2024-06-01 19:00:00,-5.6,12.4,Skiing,195,2
2024-06-01 20:00:00,-15.6,3.1,Ice Skating,97,2
2024-06-01 21:00:00,-30.0,5.1,Ice Skating,174,2
2024-06-01 22:00:00,-3.0,0.5,Ice Skating,117,5
2024-06-01 23:00:00,1.1,11.7,Snowboarding,92,5
2024-06-02 00:00:00,-2.4,4.2,Ice Skating,54,1
2024-06-02 01:00:00,-24.5,7.6,Skiing,89,4
2024-06-02 02:00:00,-8.5,7.9,Skiing,34,5
2024-06-02 03:00:00,-27.2,1.5,Skiing,36,4
2024-06-02 04:00:00,8.7,3.8,Ice Skating,60,5
2024-06-02 05:00:00,-15.9,16.2,Snowboarding,128,5
2024-06-02 06:00:00,7.6,0.5,Ice Skating,179,3
2024-06-02 07:00:00,4.5,5.7,Skiing,117,4
2024-06-02 08:00:00,-14.0,16.4,Snowboarding,179,3
2024-06-02 09:00:00,-16.3,1.8,Snowboarding,69,1
2024-06-02 10:00:00,-1.5,9.9,Ice Skating,81,3
2024-06-02 11:00:00,-13.4,13.6,Skiing,195,3
2024-06-02 12:00:00,-4.0,6.9,Ice Skating,89,1
2024-06-02 13:00:00,-9.8,1.3,Skiing,81,4
2024-06-02 14:00:00,-22.8,2.0,Snowboarding,105,2
2024-06-02 15:00:00,-27.3,0.2,Ice Skating,135,5
2024-06-02 16:00:00,-2.7,8.9,Snowboarding,159,4
2024-06-02 17:00:00,-10.6,9.5,Skiing,105,1
2024-06-02 18:00:00,-10.5,5.0,Snowboarding,195,3
2024-06-02 19:00:00,2.0,2.2,Snowboarding,148,2
2024-06-02 20:00:00,6.7,0.4,Snowboarding,118,3
2024-06-02 21:00:00,-7.7,7.0,Ice Skating,15,5
2024-06-02 22:00:00,,6.5,Skiing,31,1
2024-06-02 23:00:00,0.0,12.2,Snowboarding,112,2
2024-06-03 00:00:00,,6.6,Snowboarding,21,4
2024-06-03 01:00:00,-2.8,8.8,Snowboarding,36,4
2024-06-03 02:00:00,0.5,6.9,Snowboarding,138,1
2024-06-03 03:00:00,,5.0,Skiing,89,1
2024-06-03 04:00:00,-24.4,2.8,Skiing,176,3
2024-06-03 05:00:00,-12.6,11.6,Ice Skating,69,2
2024-06-03 06:00:00,-13.8,5.3,Skiing,125,5
2024-06-03 07:00:00,-4.0,2.5,Skiing,79,1
2024-06-03 08:00:00,-0.2,0.4,Snowboarding,191,2
2024-06-03 09:00:00,10.0,1.7,Ice Skating,162,1
2024-06-03 10:00:00,-9.9,3.9,Ice Skating,157,1
2024-06-03 11:00:00,,1.6,Snowboarding,45,4
2024-06-03 12:00:00,6.5,1.3,Ice Skating,160,2
2024-06-03 13:00:00,-2.0,3.7,Skiing,138,4
2024-06-03 14:00:00,7.7,0.9,Ice Skating,164,4
2024-06-03 15:00:00,-2.1,8.1,Snowboarding,61,2
2024-06-03 16:00:00,-16.6,3.3,Ice Skating,139,4
2024-06-03 17:00:00,-18.3,4.3,Ice Skating,158,3
2024-06-03 18:00:00,-20.5,0.8,Ice Skating,146,5
2024-06-03 19:00:00,1.6,2.0,Snowboarding,120,5
2024-06-03 20:00:00,6.9,2.6,Skiing,97,3
2024-06-03 21:00:00,13.5,8.3,Ice Skating,57,1
2024-06-03 22:00:00,3.4,7.4,Skiing,114,4
2024-06-03 23:00:00,6.6,1.3,Skiing,176,5
2024-06-04 00:00:00,-10.8,4.8,Skiing,51,2
2024-06-04 01:00:00,-16.6,1.4,Ice Skating,103,1
2024-06-04 02:00:00,3.5,22.2,Skiing,54,5
2024-06-04 03:00:00,-0.8,15.2,Ice Skating,139,4
2024-06-04 04:00:00,-3.9,4.1,Ice Skating,180,5
2024-06-04 05:00:00,-1.1,6.0,Ice Skating,113,4
2024-06-04 06:00:00,-1.8,8.1,Skiing,116,1
2024-06-04 07:00:00,7.8,6.4,Ice Skating,155,3
2024-06-04 08:00:00,7.9,6.0,Snowboarding,48,4
2024-06-04 09:00:00,0.4,15.9,Snowboarding,143,4
2024-06-04 10:00:00,3.5,4.5,Snowboarding,179,1
2024-06-04 11:00:00,0.1,5.1,Ice Skating,189,1
2024-06-04 12:00:00,-9.6,9.5,Snowboarding,36,2
2024-06-04 13:00:00,2.6,5.5,Ice Skating,152,1
2024-06-04 14:00:00,-18.9,6.6,Ice Skating,28,5
2024-06-04 15:00:00,5.5,1.3,Ice Skating,199,4
2024-06-04 16:00:00,-16.9,2.3,Skiing,73,3
2024-06-04 17:00:00,-2.1,0.8,Snowboarding,60,1
2024-06-04 18:00:00,-13.5,3.5,Ice Skating,184,4
2024-06-04 19:00:00,0.5,3.0,Snowboarding,66,3
2024-06-04 20:00:00,-5.3,29.3,Snowboarding,29,2
2024-06-04 21:00:00,-20.9,4.7,Skiing,29,5
2024-06-04 22:00:00,-0.8,7.7,Snowboarding,91,2
2024-06-04 23:00:00,-10.8,2.0,Ice Skating,110,1
2024-06-05 00:00:00,3.8,8.9,Ice Skating,47,5
2024-06-05 01:00:00,-5.0,4.8,Snowboarding,47,2
2024-06-05 02:00:00,-1.0,6.0,Snowboarding,74,4
2024-06-05 03:00:00,-14.6,1.7,Skiing,85,1
2024-06-05 04:00:00,-10.9,4.0,Ice Skating,142,2
2024-06-05 05:00:00,-9.6,5.0,Snowboarding,132,5
2024-06-05 06:00:00,3.6,4.4,Snowboarding,134,5
2024-06-05 07:00:00,11.8,12.3,Ice Skating,36,3
2024-06-05 08:00:00,-13.1,11.4,Snowboarding,112,5
2024-06-05 09:00:00,5.8,17.7,Skiing,29,5
2024-06-05 10:00:00,-26.7,5.5,Snowboarding,69,1
2024-06-05 11:00:00,-16.9,17.9,Snowboarding,177,5
2024-06-05 12:00:00,-14.6,8.9,Skiing,92,3
2024-06-05 13:00:00,-18.5,1.6,Skiing,15,5
2024-06-05 14:00:00,-20.8,2.8,Skiing,173,3
2024-06-05 15:00:00,-0.9,1.4,Ice Skating,121,4
2024-06-05 16:00:00,-7.1,0.0,Snowboarding,148,3
2024-06-05 17:00:00,-1.2,1.0,Snowboarding,186,1
2024-06-05 18:00:00,1.9,0.0,Skiing,123,2
2024-06-05 19:00:00,-2.3,6.4,Ice Skating,93,2
2024-06-05 20:00:00,1.6,2.8,Skiing,165,4
2024-06-05 21:00:00,-5.7,1.9,Snowboarding,31,1
2024-06-05 22:00:00,-16.9,7.2,Ice Skating,93,4
2024-06-05 23:00:00,5.6,8.9,Ice Skating,56,4
2024-06-06 00:00:00,-10.9,18.5,Snowboarding,111,5
2024-06-06 01:00:00,-14.4,5.1,Ice Skating,89,5
2024-06-06 02:00:00,-6.8,3.1,Ice Skating,34,1
2024-06-06 03:00:00,-14.1,1.8,Skiing,100,2
2024-06-06 04:00:00,-9.2,1.3,Ice Skating,76,3
2024-06-06 05:00:00,-1.6,1.2,Skiing,169,5
2024-06-06 06:00:00,-1.5,2.6,Ice Skating,154,1
2024-06-06 07:00:00,-14.0,24.0,Skiing,49,1
2024-06-06 08:00:00,-9.9,0.0,Skiing,39,2
2024-06-06 09:00:00,5.7,1.1,Ice Skating,68,1
2024-06-06 10:00:00,-0.0,1.0,Skiing,37,1
2024-06-06 11:00:00,15.8,6.3,Snowboarding,56,2
2024-06-06 12:00:00,6.8,2.2,Snowboarding,126,5
2024-06-06 13:00:00,6.4,3.1,Ice Skating,160,2
2024-06-06 14:00:00,-18.9,0.8,Ice Skating,92,4
2024-06-06 15:00:00,2.6,2.6,Ice Skating,66,5
2024-06-06 16:00:00,-5.5,0.5,Snowboarding,138,4
2024-06-06 17:00:00,-10.5,3.8,Ice Skating,38,1
2024-06-06 18:00:00,-3.3,0.5,Ice Skating,187,4
2024-06-06 19:00:00,4.5,7.8,Skiing,73,2
2024-06-06 20:00:00,,4.2,Ice Skating,108,2
2024-06-06 21:00:00,-13.8,6.4,Snowboarding,46,3
2024-06-06 22:00:00,2.4,2.7,Snowboarding,198,1
2024-06-06 23:00:00,-11.4,2.4,Ice Skating,137,2
2024-06-07 00:00:00,-2.8,0.5,Snowboarding,144,5
2024-06-07 01:00:00,,3.7,Skiing,99,2
2024-06-07 02:00:00,-7.2,3.6,Skiing,96,5
2024-06-07 03:00:00,2.7,3.2,Ice Skating,73,1
2024-06-07 04:00:00,-15.4,6.7,Ice Skating,27,3
2024-06-07 05:00:00,14.5,8.9,Skiing,38,3
2024-06-07 06:00:00,-23.2,6.9,Skiing,123,4
2024-06-07 07:00:00,-11.0,0.8,Ice Skating,69,2
2024-06-07 08:00:00,-1.3,4.9,Snowboarding,63,1
2024-06-07 09:00:00,0.8,0.4,Ice Skating,81,4
2024-06-07 10:00:00,-6.0,5.9,Ice Skating,158,1
2024-06-07 11:00:00,-5.6,2.4,Ice Skating,158,1
2024-06-07 12:00:00,-0.9,0.7,Ice Skating,67,4
2024-06-07 13:00:00,-7.3,9.9,Ice Skating,186,1
2024-06-07 14:00:00,8.9,4.8,Ice Skating,45,4
2024-06-07 15:00:00,3.4,2.2,Ice Skating,154,2
2024-06-07 16:00:00,3.7,0.2,Snowboarding,89,4
2024-06-07 17:00:00,-14.7,3.9,Ice Skating,190,2
2024-06-07 18:00:00,-5.8,12.8,Skiing,24,3
2024-06-07 19:00:00,-8.0,4.5,Ice Skating,49,4
2024-06-07 20:00:00,-15.1,17.8,Snowboarding,90,3
2024-06-07 21:00:00,-1.4,0.7,Skiing,60,4
2024-06-07 22:00:00,-10.4,4.2,Ice Skating,150,1
2024-06-07 23:00:00,1.6,8.0,Ice Skating,175,3
2024-06-08 00:00:00,-15.7,3.7,Skiing,106,5
2024-06-08 01:00:00,12.2,0.5,Ice Skating,163,5
2024-06-08 02:00:00,-14.0,4.4,Snowboarding,152,5
2024-06-08 03:00:00,-2.8,4.7,Ice Skating,126,3
2024-06-08 04:00:00,2.9,6.5,Snowboarding,142,2
2024-06-08 05:00:00,-10.7,7.2,Ice Skating,11,4
2024-06-08 06:00:00,3.5,7.4,Skiing,124,1
2024-06-08 07:00:00,-17.3,5.4,Snowboarding,87,1
2024-06-08 08:00:00,9.5,1.2,Ice Skating,102,3
2024-06-08 09:00:00,-4.9,2.6,Ice Skating,86,5
2024-06-08 10:00:00,-11.0,7.5,Skiing,69,1
2024-06-08 11:00:00,-8.0,15.3,Skiing,105,1
2024-06-08 12:00:00,3.1,0.4,Snowboarding,107,2
2024-06-08 13:00:00,-10.8,3.8,Snowboarding,65,1
2024-06-08 14:00:00,-12.5,1.9,Snowboarding,127,1
2024-06-08 15:00:00,-7.2,1.3,Ice Skating,128,4
2024-06-08 16:00:00,-16.8,3.5,Ice Skating,47,1
2024-06-08 17:00:00,13.2,4.7,Snowboarding,194,4
2024-06-08 18:00:00,-10.7,0.0,Ice Skating,111,5
2024-06-08 19:00:00,3.3,7.6,Skiing,60,2
2024-06-08 20:00:00,-2.9,8.6,Ice Skating,178,1
2024-06-08 21:00:00,-14.8,16.8,Snowboarding,136,2
2024-06-08 22:00:00,-5.1,1.0,Ice Skating,112,2
2024-06-08 23:00:00,2.8,4.5,Skiing,189,2
2024-06-09 00:00:00,-6.9,2.8,Snowboarding,138,3
2024-06-09 01:00:00,6.9,2.0,Snowboarding,94,4
2024-06-09 02:00:00,5.2,4.2,Snowboarding,112,2
2024-06-09 03:00:00,4.2,7.6,Snowboarding,27,5
2024-06-09 04:00:00,-9.6,0.1,Ice Skating,36,1
2024-06-09 05:00:00,-15.8,17.4,Skiing,101,2
2024-06-09 06:00:00,-11.1,8.3,Ice Skating,81,2
2024-06-09 07:00:00,-3.0,7.0,Ice Skating,104,1
2024-06-09 08:00:00,0.5,7.1,Snowboarding,85,5
2024-06-09 09:00:00,-26.7,2.5,Skiing,179,2
2024-06-09 10:00:00,-5.1,7.0,Ice Skating,15,2
2024-06-09 11:00:00,-3.4,2.4,Skiing,99,5
2024-06-09 12:00:00,-7.8,11.4,Skiing,89,2
2024-06-09 13:00:00,7.9,1.0,Skiing,92,5
2024-06-09 14:00:00,-0.8,1.7,Skiing,91,2
2024-06-09 15:00:00,8.1,4.0,Ice Skating,161,1
2024-06-09 16:00:00,-7.2,1.9,Skiing,54,5
2024-06-09 17:00:00,4.4,2.8,Ice Skating,80,1
2024-06-09 18:00:00,11.4,3.4,Skiing,16,1
2024-06-09 19:00:00,8.1,9.7,Skiing,153,2
2024-06-09 20:00:00,-15.9,3.7,Ice Skating,135,5
2024-06-09 21:00:00,-7.5,2.3,Snowboarding,67,3
2024-06-09 22:00:00,-8.5,1.4,Ice Skating,66,1
2024-06-09 23:00:00,,2.6,Skiing,179,1
2024-06-10 00:00:00,,3.6,Ice Skating,120,1
2024-06-10 01:00:00,-13.4,6.9,Skiing,151,2
2024-06-10 02:00:00,-4.3,0.6,Ice Skating,65,2
2024-06-10 03:00:00,-25.2,1.3,Ice Skating,21,1
2024-06-10 04:00:00,9.4,2.4,Ice Skating,102,2
2024-06-10 05:00:00,-10.1,2.2,Snowboarding,24,2
2024-06-10 06:00:00,-4.4,2.5,Ice Skating,17,2
2024-06-10 07:00:00,,7.9,Ice Skating,195,4
2024-06-10 08:00:00,6.5,2.0,Snowboarding,62,5
2024-06-10 09:00:00,-33.4,3.5,Snowboarding,146,2
2024-06-10 10:00:00,-5.2,4.9,Skiing,183,4
2024-06-10 11:00:00,-6.1,1.3,Skiing,101,4
2024-06-10 12:00:00,-9.5,6.3,Ice Skating,16,2
2024-06-10 13:00:00,12.3,4.0,Skiing,53,4
2024-06-10 14:00:00,-13.9,3.0,Ice Skating,23,3
2024-06-10 15:00:00,2.7,8.3,Snowboarding,84,4
2024-06-10 16:00:00,-1.4,1.4,Snowboarding,124,5
2024-06-10 17:00:00,7.6,10.7,Ice Skating,101,4
2024-06-10 18:00:00,-11.7,4.1,Skiing,143,2
2024-06-10 19:00:00,-12.3,4.7,Skiing,172,1
2024-06-10 20:00:00,6.0,10.4,Skiing,198,3
2024-06-10 21:00:00,-0.7,8.5,Ice Skating,161,4
2024-06-10 22:00:00,-20.4,4.6,Skiing,82,3
2024-06-10 23:00:00,-10.4,7.0,Snowboarding,139,5
2024-06-11 00:00:00,,2.8,Snowboarding,188,4
2024-06-11 01:00:00,3.4,4.0,Snowboarding,40,4
2024-06-11 02:00:00,-11.8,0.3,Snowboarding,135,3
2024-06-11 03:00:00,,0.5,Snowboarding,128,4
2024-06-11 04:00:00,0.2,8.8,Snowboarding,36,4
2024-06-11 05:00:00,-17.2,0.3,Snowboarding,119,1
2024-06-11 06:00:00,-25.2,0.9,Snowboarding,168,3
2024-06-11 07:00:00,-33.3,7.9,Snowboarding,115,2
2024-06-11 08:00:00,3.1,0.0,Ice Skating,180,2
2024-06-11 09:00:00,-3.7,1.7,Ice Skating,129,5
2024-06-11 10:00:00,-7.3,4.4,Snowboarding,91,1
2024-06-11 11:00:00,8.9,4.5,Snowboarding,61,3
2024-06-11 12:00:00,1.4,7.5,Snowboarding,23,3
2024-06-11 13:00:00,11.2,3.5,Skiing,196,1
2024-06-11 14:00:00,-18.9,3.6,Ice Skating,29,1
2024-06-11 15:00:00,-5.3,6.5,Snowboarding,127,5
2024-06-11 16:00:00,-21.2,3.5,Ice Skating,61,2
2024-06-11 17:00:00,-7.3,4.7,Snowboarding,110,3
2024-06-11 18:00:00,-7.5,11.4,Skiing,49,1
2024-06-11 19:00:00,1.3,2.6,Snowboarding,77,3
2024-06-11 20:00:00,-4.5,2.4,Ice Skating,53,2
2024-06-11 21:00:00,1.2,0.0,Ice Skating,143,3
2024-06-11 22:00:00,2.0,4.8,Ice Skating,96,3
2024-06-11 23:00:00,16.5,0.2,Ice Skating,129,1
2024-06-12 00:00:00,-8.2,3.5,Snowboarding,66,1
2024-06-12 01:00:00,-14.4,8.2,Skiing,195,1
2024-06-12 02:00:00,-2.5,4.0,Skiing,81,2
2024-06-12 03:00:00,-13.0,1.6,Snowboarding,167,4
2024-06-12 04:00:00,9.8,7.7,Snowboarding,61,2
2024-06-12 05:00:00,-7.8,1.6,Ice Skating,20,1
2024-06-12 06:00:00,-10.7,6.6,Snowboarding,184,5
2024-06-12 07:00:00,-9.7,4.7,Skiing,14,3
2024-06-12 08:00:00,2.2,0.9,Snowboarding,140,3
2024-06-12 09:00:00,-6.6,11.8,Snowboarding,152,3
2024-06-12 10:00:00,-11.4,1.1,Skiing,139,3
2024-06-12 11:00:00,11.7,22.8,Skiing,11,5
2024-06-12 12:00:00,,0.0,Snowboarding,191,1
2024-06-12 13:00:00,-4.6,1.5,Ice Skating,183,4
2024-06-12 14:00:00,,1.1,Ice Skating,103,3
2024-06-12 15:00:00,-21.3,0.1,Ice Skating,136,4
2024-06-12 16:00:00,-0.2,6.6,Skiing,135,2
2024-06-12 17:00:00,,5.9,Skiing,50,2
2024-06-12 18:00:00,3.2,7.9,Ice Skating,39,3
2024-06-12 19:00:00,-14.6,1.5,Snowboarding,53,1
2024-06-12 20:00:00,1.9,2.9,Snowboarding,19,5
2024-06-12 21:00:00,6.1,5.4,Snowboarding,39,3
2024-06-12 22:00:00,3.6,2.9,Skiing,84,2
2024-06-12 23:00:00,-2.5,6.0,Skiing,58,2
2024-06-13 00:00:00,-7.3,5.0,Ice Skating,172,4
2024-06-13 01:00:00,-10.8,0.6,Snowboarding,154,5
2024-06-13 02:00:00,9.7,7.6,Skiing,168,3
2024-06-13 03:00:00,-12.0,6.4,Skiing,79,1
2024-06-13 04:00:00,-15.4,5.3,Ice Skating,189,4
2024-06-13 05:00:00,1.7,0.8,Snowboarding,35,5
2024-06-13 06:00:00,-13.0,1.6,Skiing,109,4
2024-06-13 07:00:00,-14.5,2.5,Skiing,142,1
2024-06-13 08:00:00,-19.4,1.6,Skiing,120,2
2024-06-13 09:00:00,-9.8,1.3,Skiing,23,3
2024-06-13 10:00:00,-5.8,8.2,Snowboarding,60,3
2024-06-13 11:00:00,-2.6,5.1,Ice Skating,24,1
2024-06-13 12:00:00,4.5,4.2,Snowboarding,137,3
2024-06-13 13:00:00,0.3,1.3,Ice Skating,149,3
2024-06-13 14:00:00,-6.9,12.5,Skiing,55,4
2024-06-13 15:00:00,,1.1,Snowboarding,81,1
2024-06-13 16:00:00,0.1,7.9,Ice Skating,196,4
2024-06-13 17:00:00,7.7,17.0,Ice Skating,104,3
2024-06-13 18:00:00,-3.7,6.5,Skiing,163,5
2024-06-13 19:00:00,-9.7,24.7,Ice Skating,38,5
2024-06-13 20:00:00,-14.9,5.3,Ice Skating,141,4
2024-06-13 21:00:00,-19.5,1.2,Ice Skating,187,2
2024-06-13 22:00:00,1.7,1.1,Skiing,34,2
2024-06-13 23:00:00,0.8,2.0,Snowboarding,177,1
2024-06-14 00:00:00,0.8,0.0,Skiing,41,5
2024-06-14 01:00:00,-6.3,5.7,Ice Skating,109,5
2024-06-14 02:00:00,9.1,1.6,Ice Skating,46,4
2024-06-14 03:00:00,-9.8,8.4,Snowboarding,135,3
2024-06-14 04:00:00,4.6,2.2,Ice Skating,147,1
2024-06-14 05:00:00,-5.4,3.3,Snowboarding,175,4
2024-06-14 06:00:00,-11.1,16.9,Ice Skating,198,2
2024-06-14 07:00:00,0.9,1.4,Ice Skating,109,3
2024-06-14 08:00:00,-0.9,6.4,Skiing,36,1
2024-06-14 09:00:00,-1.4,7.0,Skiing,144,3
2024-06-14 10:00:00,-4.2,1.2,Snowboarding,108,2
2024-06-14 11:00:00,-5.4,3.5,Skiing,146,4
2024-06-14 12:00:00,18.9,2.2,Snowboarding,196,4
2024-06-14 13:00:00,6.8,7.4,Skiing,45,5
2024-06-14 14:00:00,2.2,4.9,Snowboarding,127,4
2024-06-14 15:00:00,-3.9,3.2,Ice Skating,167,5
2024-06-14 16:00:00,5.1,7.6,Snowboarding,28,4
2024-06-14 17:00:00,0.2,1.3,Skiing,178,1
2024-06-14 18:00:00,-4.7,7.0,Snowboarding,64,2
2024-06-14 19:00:00,-8.0,10.0,Skiing,93,3
2024-06-14 20:00:00,-5.8,10.5,Ice Skating,15,2
2024-06-14 21:00:00,-36.7,7.7,Skiing,132,2
2024-06-14 22:00:00,-2.9,2.6,Ice Skating,116,5
2024-06-14 23:00:00,-9.9,20.0,Ice Skating,97,5
2024-06-15 00:00:00,10.9,2.4,Skiing,159,1
2024-06-15 01:00:00,-4.8,5.1,Ice Skating,161,3
2024-06-15 02:00:00,-16.9,0.9,Skiing,71,4
2024-06-15 03:00:00,-5.5,19.7,Snowboarding,179,4
2024-06-15 04:00:00,-15.5,6.1,Ice Skating,159,2
2024-06-15 05:00:00,-0.3,7.0,Snowboarding,153,1
2024-06-15 06:00:00,-2.1,0.3,Snowboarding,150,3
2024-06-15 07:00:00,4.6,7.2,Skiing,129,4
2024-06-15 08:00:00,-12.9,7.5,Skiing,46,2
2024-06-15 09:00:00,-4.7,5.6,Ice Skating,189,1
2024-06-15 10:00:00,-18.7,1.7,Skiing,161,3
2024-06-15 11:00:00,2.0,3.4,Snowboarding,134,2
2024-06-15 12:00:00,0.2,0.6,Snowboarding,26,2
2024-06-15 13:00:00,-0.0,3.2,Snowboarding,25,1
2024-06-15 14:00:00,-5.0,1.4,Ice Skating,138,1
2024-06-15 15:00:00,-0.9,2.1,Skiing,94,1
2024-06-15 16:00:00,11.0,0.9,Snowboarding,134,1
2024-06-15 17:00:00,-7.9,1.3,Ice Skating,10,3
2024-06-15 18:00:00,-3.6,0.4,Skiing,39,1
2024-06-15 19:00:00,-15.9,12.6,Skiing,33,1
2024-06-15 20:00:00,-13.7,3.8,Snowboarding,55,1
2024-06-15 21:00:00,-4.0,2.5,Ice Skating,11,3
2024-06-15 22:00:00,,3.8,Snowboarding,152,4
2024-06-15 23:00:00,-7.6,4.9,Snowboarding,38,2
2024-06-16 00:00:00,-7.4,12.7,Ice Skating,108,5
